pies	/ˈpʲjɛs/
brodata	/brɔˈdata/
kapryśny	/kaˈprɨɕnɨ/
rytm	/rɨtm/
sokowirówka	/sɔkɔviˈrufkä/
okna	/ˈɔkna/
podpalacz	[pɔt̪ˈpalat͡ʂ]
aczkolwiek	[at͡ʂˈkɔlvʲjɛk]
kryterium	[krɨˈtɛrʲjum]
Akwitania	[akfiˈtaɲa]
wrzos	/vʐɔs/
Antwerpia	/antˈfɛrpja/
wałach	/ˈvawax/
chorych	/ˈxɔrɨx/
szybsi	/ˈʂɨpɕi/
głupszy	/ˈɡwupʂɨ/
starszy	/ˈstarʂɨ/
Tygrys	/ˈtɨɡrɨs/
panach	/ˈpanax/
paniach	/ˈpaɲax/
orła	/ˈɔrwa/
fosforowy	/fɔsfɔˈrɔvɨ/
krzemowy	/kʂɛˈmɔvɨ/
doradca	[d̪ɔˈrat͡s̪t͡s̪a]
zawodowy	/zavɔˈdɔvɨ/
mam pytanie	/mam pɨˈt̪aɲɛ/
w ogóle	/vɔˈɡulɛ/
w ogóle	/ˈvɔɡlɛ/
krawędź	[ˈkravɛ̃ɲt͡ɕ]
marze	/ˈmaʐɛ/
fristajlowiec	/ˌfristajˈlɔvjɛt͡s̪/
spożywczy	[s̪pɔˈʐɨft͡ʂɨ]
toć	[t̪ɔt͡ɕ]
umięśnieni	[ũmʲjẽĩ̯ɕˈɲẽɲi]
nieskończony	/ɲɛ.skɔɲˈt͡ʂɔ.nɨ/
kosiarka	[kɔˈɕarka]
nioska	[ˈɲɔs̪ka]
odpływ	[ˈɔt̪pwɨf]
przypływ	[ˈpʂɨpwɨf]
mają	[ˈmajɔ̃w̃]
miałem	[ˈmʲjawɛ̃m]
miałam	[ˈmʲjawãm]
miałeś	[ˈmʲjawɛɕ]
miałaś	[ˈmʲjawaɕ]
miała	[ˈmʲjawa]
miało	[ˈmʲjawɔ]
mieliśmy	[ˈmʲjɛlʲiɕmɨ]
burdelmama	/ˈbur.d̪ɛl.ˌma.ma/
chcesz	[xt͡s̪ɛʂ]
chce	[xt͡s̪ɛ]
chcemy	[ˈxt͡s̪ɛ̃mɨ]
chcecie	[ˈxt͡s̪ɛt͡ɕɛ]
chcą	[xt͡s̪ɔ̃w̃]
chciałem	[ˈxʲt͡ɕawɛ̃m]
chciałam	[ˈxʲt͡ɕawãm]
chciałeś	/ˈxt͡ɕawɛɕ/
chciał	[ˈxʲt͡ɕaw]
chciała	[ˈxʲt͡ɕawa]
chciałbym	[ˈxʲt͡ɕawbɨ̃m]
chciałabym	[ˈxʲt͡ɕawabɨ̃m]
mogę	/ˈmɔɡɛ/
możesz	[ˈmɔʐɛʂ]
możemy	[ˈmɔʐɛ̃mɨ]
możecie	[mɔˈʐɛt͡ɕɛ]
mogą	[ˈmɔɡɔ̃w̃]
mogłem	[ˈmɔɡwɛ̃m]
mógł	[mukw̥]
mógłbym	[ˈmuɡwbɨ̃m]
mógłbyś	[ˈmuɡwbɨɕ]
mógłby	[ˈmuɡwbɨ]
musisz	[ˈmuɕiʂ]
musimy	[muˈɕĩmɨ]
musicie	[muˈɕit͡ɕɛ]
muszą	[ˈmuʂɔ̃w̃]
musiałem	[muˈɕawɛ̃m]
musiał	[ˈmuɕaw]
chodzi	[ˈxɔd͡ʑi]
chodźmy	[ˈxɔt͡ɕmɨ]
chodźcie	[ˈxɔt͡ɕt͡ɕɛ]
stało	[ˈs̪t̪awɔ]
stój	[s̪t̪uj]
robisz	[ˈrɔbʲiʂ]
robimy	[rɔˈbʲĩmɨ]
robią	[ˈrɔbʲjɔ̃w̃]
w porządku	[fpɔˈʐɔ̃n̪t̪ku]
ludzi	[ˈlud͡ʑi]
pewnie	/ˈpɛvɲɛ/
pomóc	/ˈpɔmut͡s̪/
kocham	[ˈkɔxãm]
życia	[ˈʐɨt͡ɕa]
rację	[ˈrat͡s̪ʲjɛ]
dni	[d̪ʲɲi]
nadzieję	[n̪aˈd͡ʑejɛ]
nocy	[ˈn̪ɔt͡s̪ɨ]
napisy	[n̪aˈpʲis̪ɨ]
gdybym	[ˈɡd̪ɨbɨ̃m]
gdybyś	[ˈɡd̪ɨbɨɕ]
chwilę	/ˈxfilɛ/
pomocy	/pɔˈmɔt͡s̪ɨ/
ciągle	[ˈt͡ɕɔ̃ŋɡlɛ]
sprawy	[ˈs̪pravɨ]
końcu	[ˈkɔ̃ĩ̯n̪t͡s̪u]
powodu	[pɔˈvɔd̪u]
miejscu	[ˈmʲjejs̪t͡s̪u]
życiu	[ˈʐɨt͡ɕu]
właściwie	/vwaˈɕt͡ɕivjɛ/
świecie	[ˈɕfʲjet͡ɕɛ]
śmierci	[ˈɕmʲjɛrʲt͡ɕi]
parę	/ˈparɛ/
diabła	[ˈd̪ʲjabwa]
kobiety	[kɔˈbʲjɛt̪ɨ]
miejsca	[ˈmʲjejs̪t͡s̪a]
cholery	[xɔˈlɛrɨ]
sprawę	[ˈs̪pravɛ]
prawdę	[ˈpravd̪ɛ]
szybciej	[ˈʂɨpʲt͡ɕej]
dopiero	[d̪ɔˈpʲjɛrɔ]
pieniędzy	[pʲjẽˈɲɛ̃n̪d͡z̪ɨ]
człowieka	[t͡ʂwɔˈvʲjɛka]
dolarów	[d̪ɔˈlaruf]
słowa	[ˈs̪wɔva]
fajnie	[ˈfajɲɛ]
fajno	[ˈfajn̪ɔ]
wcześniej	[ˈft͡ʂɛɕɲej]
wrócić	[ˈvrut͡ɕit͡ɕ]
godziny	[ɡɔˈd͡ʑĩn̪ɨ]
chwili	[ˈxfʲilʲi]
nowego	[n̪ɔˈvɛɡɔ]
ziemi	[ˈʑɛ̃mʲi]
raczej	[ˈrat͡ʂɛj]
dziewczyny	/d͡ʑɛˈft͡ʂɨnɨ/
chłopaki	[xwɔˈpaci]
doktorze	[d̪ɔˈkt̪ɔʐɛ]
godzin	[ˈɡɔd͡ʑĩn̪]
świata	[ˈɕfʲjat̪a]
powrotem	[pɔˈvrɔt̪ɛ̃m]
powrót	/ˈpɔvrut/
kapitanie	[kapʲiˈt̪ãɲɛ]
głowy	[ˈɡwɔvɨ]
rodziny	[ˈrɔd͡ʑĩn̪ɨ]
środku	[ˈɕrɔt̪ku]
małpeczka	[mawˈpɛt͡ʂka]
małpka	[ˈmawpka]
chusteczka	/xusˈt̪ɛt͡ʂkä/
pojęcia	[pɔˈjẽɲt͡ɕa]
skarbie	[ˈs̪karbʲjɛ]
głowę	[ˈɡwɔvɛ]
krwi	[kr̥fʲi]
miasta	[ˈmʲjas̪t̪a]
końca	[ˈkɔ̃ĩ̯n̪t͡s̪a]
uwierzyć	[uˈvʲjɛʐɨt͡ɕ]
drodze	[ˈd̪rɔd͡z̪ɛ]
szkoły	[ˈʂkɔwɨ]
wyjaśnić	/vɨˈjaɕɲit͡ɕ/
wyjaśniać	/vɨˈjaɕɲat͡ɕ/
składać	[ˈs̪kwad̪at͡ɕ]
złożyć	[ˈz̪wɔʐɨt͡ɕ]
tędy	[ˈt̪ɛ̃n̪d̪ɨ]
kędy	[ˈkɛ̃n̪d̪ɨ]
nikędy	[ɲiˈkɛ̃n̪d̪ɨ]
eurodance	/ˌɛwrɔˈdɛ̃s/
wiadomości	[vʲjad̪ɔˈmɔɕt͡ɕi]
przeczytać	[pʂɛˈt͡ʂɨt̪at͡ɕ]
myślę	[ˈmɨɕlɛ]
myślisz	[ˈmɨɕlʲiʂ]
myśli	[ˈmɨɕlʲi]
myślałem	[mɨˈɕlawɛ̃m]
myślał	[ˈmɨɕlaw]
wędka	[ˈvɛ̃n̪t̪ka]
odkąd	[ˈɔt̪kɔ̃n̪t̪]
będziesz	[ˈbɛ̃ɲd͡ʑɛʂ]
będzie	[ˈbɛ̃ɲd͡ʑɛ]
będziemy	[bɛ̃ɲˈd͡ʑɛ̃mɨ]
będziecie	[bɛ̃ɲˈd͡ʑet͡ɕɛ]
byliśmy	/ˈbɨliɕmɨ/
byliście	/ˈbɨliɕt͡ɕɛ/
byłyśmy	/ˈbɨwiɕmɨ/
byłyście	/ˈbɨwɨɕt͡ɕɛ/
byłoby	[ˈbɨwɔbɨ]
boże	[ˈbɔʐɛ]
mojego	[mɔˈjɛɡɔ]
mojej	[ˈmɔjej]
moich	/ˈmɔ.ix/
mojemu	[mɔˈjɛ̃mu]
moim	/ˈmɔ.im/
moimi	/mɔˈimi/
twojego	[t̪fɔˈjɛɡɔ]
twoich	[ˈt̪fɔ.ix]
twojemu	[t̪fɔˈjɛ̃mu]
twoim	[ˈt̪fɔ.ĩm]
twoimi	[t̪fɔˈĩmʲi]
twoi	[ˈt̪fɔ.i]
twoją	[ˈt̪fɔjɔ̃w̃]
swoi	[ˈs̪fɔ.i]
swojego	[s̪fɔˈjɛɡɔ]
swoich	[ˈs̪fɔ.ix]
swojemu	[s̪fɔˈjɛ̃mu]
swoim	[ˈs̪fɔ.ĩm]
swoją	[ˈs̪fɔjɔ̃w̃]
swoimi	[s̪fɔˈĩmʲi]
nasze	[ˈn̪aʂɛ]
nasza	[ˈn̪aʂa]
naszego	[n̪aˈʂɛɡɔ]
naszej	[ˈn̪aʂɛj]
naszych	[ˈn̪aʂɨx]
naszemu	[n̪aˈʂɛ̃mu]
naszym	[ˈn̪aʂɨ̃m]
naszą	[ˈn̪aʂɔ̃w̃]
naszymi	[n̪aˈʂɨ̃mʲi]
wasze	[ˈvaʂɛ]
wasza	[ˈvaʂa]
waszego	[vaˈʂɛɡɔ]
waszej	[ˈvaʂɛj]
waszych	[ˈvaʂɨx]
waszemu	[vaˈʂɛ̃mu]
waszym	[ˈvaʂɨ̃m]
waszą	[ˈvaʂɔ̃w̃]
waszymi	[vaˈʂɨ̃mʲi]
którzy	[ˈkt̪uʐɨ]
którego	[kt̪uˈrɛɡɔ]
której	[ˈkt̪urɛj]
których	[ˈkt̪urɨx]
któremu	[kt̪uˈrɛ̃mu]
którym	[ˈkt̪urɨ̃m]
którą	[ˈkt̪urɔ̃w̃]
którymi	[ˈkt̪urɨ̃mʲi]
jacy	[ˈjat͡s̪ɨ]
jakiego	[jaˈcɛɡɔ]
jakiej	[ˈjacej]
jakich	[ˈjacix]
jakiemu	[jaˈcɛ̃mu]
jakim	[ˈjacĩm]
jaką	[ˈjakɔ̃w̃]
jakimi	[jaˈcimʲi]
każdego	[kaˈʐd̪ɛɡɔ]
każdej	[ˈkaʐd̪ɛj]
każdemu	[ˈkaʐd̪ɛ̃mu]
każdym	[ˈkaʐd̪ɨ̃m]
każdą	[ˈkaʐd̪ɔ̃w̃]
panu	[ˈpãn̪u]
panowie	[pãˈn̪ɔvʲjɛ]
sobą	[ˈs̪ɔbɔ̃w̃]
najbardziej	[n̪ajˈbarʲd͡ʑej]
innego	[ĩˈn̪ːɛɡɔ]
innej	[ˈĩn̪ːɛj]
innych	[ˈĩn̪ːɨx]
innemu	[ĩˈn̪ːɛ̃mu]
innym	[ˈĩn̪ːɨ̃m]
inną	[ˈĩn̪ːɔ̃w̃]
innymi	[ĩˈn̪ːɨ̃mʲi]
dobrego	[dɔˈbrɛɡɔ]
dobrym	[ˈd̪ɔbrɨ̃m]
dużego	[duˈʐɛɡɔ]
wystarczy	[vɨˈs̪t̪art͡ʂɨ]
całym	[ˈt͡s̪awɨ̃m]
całą	[ˈt͡s̪awɔ̃w̃]
cokolwiek	[t͡s̪ɔˈkɔlvʲjɛk]
jednego	[jɛˈd̪n̪ɛɡɔ]
należy	[n̪aˈlɛʐɨ]
według	[ˈvɛd̪wuk]
ponad	[ˈpɔn̪at̪]
sprawdzić	[ˈs̪pravʲd͡ʑit͡ɕ]
trzymać	[ˈt͡ʂʂɨ̃mat͡ɕ]
potrzebuję	[pɔt͡ʂʂɛˈbujɛ]
czeka	[ˈt͡ʂɛka]
czekaj	[ˈt͡ʂɛkaj]
wielu	/ˈvʲɛlu/
kilkaset	/ˈcilkasɛt/
wyglądasz	[vɨˈɡlɔ̃n̪d̪aʂ]
wygląda	[vɨˈɡlɔ̃n̪d̪a]
słucham	[ˈs̪wuxãm]
słuchaj	[ˈs̪wuxaj]
nazywam	[n̪aˈz̪ɨvãm]
nazywa	[n̪aˈz̪ɨva]
gramy	/ˈɡramɨ/
znam	[z̪n̪ãm]
znasz	[z̪n̪aʂ]
zna	[z̪n̪a]
pamiętam	[pãˈmʲjɛ̃n̪t̪ãm]
pamiętasz	[pãˈmʲjɛ̃n̪t̪aʂ]
wracam	[ˈvrat͡s̪ãm]
wracaj	[ˈvrat͡s̪aj]
uważam	[uˈvaʐãm]
uważaj	[uˈvaʐaj]
potrzebujesz	[pɔt͡ʂʂɛˈbujɛʂ]
potrzebuje	[pɔt͡ʂʂɛˈbujɛ]
potrzebujemy	[pɔt͡ʂʂɛbuˈjɛ̃mɨ]
proste	[ˈprɔs̪t̪ɛ]
złota	/ˈzwɔta/
pracuję	[praˈt͡s̪ujɛ]
zrobię	[ˈz̪rɔbʲjɛ]
zrobisz	[ˈz̪rɔbʲiʂ]
zrobi	[ˈz̪rɔbʲi]
zrobimy	[z̪rɔˈbʲĩmɨ]
zrobiłem	[z̪rɔˈbʲiwɛ̃m]
zrobiłam	[z̪rɔˈbʲiwãm]
zrobiłeś	[z̪rɔˈbʲiwɛɕ]
zrobiłaś	[z̪rɔˈbʲiwaɕ]
zrobił	[ˈz̪rɔbʲiw]
zrobiła	[z̪rɔˈbʲiwa]
zrobiłabym	[z̪rɔˈbʲiwabɨ̃m]
zrobiłabyś	[z̪rɔˈbʲiwabɨɕ]
zrobiłaby	[z̪rɔˈbʲiwabɨ]
zrób	[z̪rup]
pierwsze	[ˈpʲjɛrfʂɛ]
pierwsza	[ˈpʲjɛrfʂa]
zaczyna	[z̪aˈt͡ʂɨ̃n̪a]
gotowanie	/ɡɔt̪ɔˈväɲɛ/
tatuujący	[ta.tuːˈjɔŋ.t͡sɨ]
tatuujący	[ta.tu.ʔuˈjɔŋ.t͡sɨ]
trzymaj	[ˈt͡ʂʂɨ̃maj]
sprzedasz	/ˈs̪pʂɛd̪aʂ/
posłuchaj	[pɔˈs̪wuxaj]
zaufany	/z̪a.uˈfa.nɨ/
zaufanie	/z̪a.uˈfa.ɲɛ/
policji	[pɔˈlʲit͡s̪ʲji]
nieważne	[ɲɛˈvaʐn̪ɛ]
laskach	[ˈlaskax]
łaskach	[ˈwaskax]
drugiej	[ˈd̪ruɟej]
kozie	[ˈkɔʑɛ]
ostatnie	[ɔˈs̪t̪at̪ʲɲɛ]
psie	/ˈpʲɕɛ/
okazji	[ɔˈkaz̪ʲji]
źdźbło	[ʑd͡ʑbwɔ]
zauważyć	/z̪a.uˈva.ʐɨt͡ɕ/
złotówka	[z̪wɔˈt̪ufka]
łada	[ˈwad̪a]
lekko	/ˈlɛk.kɔ/
miło	[ˈmʲiwɔ]
marynarz	/maˈrɨnaʂ/
jak masz na imię	/ˌjak maʂ n̪a ˈimjɛ/
jak się masz	/jak ɕɛ ˈmaʂ/
fałsz	/fawʂ/
felga	/ˈfɛlɡa/
razy	[ˈraz̪ɨ]
widać	[ˈvʲid̪at͡ɕ]
wietrzny	[ˈvʲjɛt.ʂn̪ɨ]
doliczony czas	/dɔliˈt͡ʂɔnɨ t͡ʂas/
regulaminowy czas	/rɛɡulamʲiˈnɔvɨ t͡ʂas/
rozpoczęcie meczu	/rɔspɔˈt͡ʂɛɲt͡ɕɛ ˈmɛt͡ʂu/
rozpoczęcie spotkania	/rɔspɔˈt͡ʂɛɲt͡ɕɛ spɔˈtkaɲa/
kamieniarz	/kaˈmʲɛɲaʂ/
lustrzanka	[luˈs̪t.ʂãn̪ka]
obcas	[ˈɔpt͡s̪as̪]
tobą	[ˈt̪ɔbɔ̃w̃]
wam	[vãm]
tobie	[ˈt̪ɔbʲjɛ]
zajebisty	[z̪ajɛˈbʲis̪t̪ɨ]
wstążka	[ˈfs̪t̪ɔ̃ʂka]
tymi	[ˈt̪ɨ̃mʲi]
tych	[t̪ɨx]
płód	[pwut̪]
wierzę	[ˈvʲjɛʐɛ]
radę	[ˈrad̪ɛ]
rękę	[ˈrɛ̃ŋkɛ]
zdjęcia	[ˈz̪d̪ʲjɛ̃ɲt͡ɕa]
drogę	[ˈd̪rɔɡɛ]
szansę	[ˈʂã(w̃)s̪ɛ]
dziewczynę	[d͡ʑɛfˈt͡ʂɨ̃n̪ɛ]
godzinę	[ɡɔˈd͡ʑĩn̪ɛ]
uwagę	[uˈvaɡɛ]
ziemię	[ˈʑɛmʲjɛ]
żonę	[ˈʐɔ̃n̪ɛ]
obiecuję	[ɔbʲjɛˈt͡s̪ujɛ]
słyszę	[ˈs̪wɨʂɛ]
wolę	[ˈvɔlɛ]
co to jest	/t͡s̪ɔ t̪ɔ ˈjɛs̪t̪/
cudownie	[t͡s̪uˈd̪ɔvʲɲɛ]
na razie	[n̪aˈraʑɛ]
seria rzutów karnych	/ˈsɛrʲja ˈʐutuf ˈkarnɨx/
ciemno	/ˈt͡ɕɛmnɔ/
płci	[pwuˈt͡ɕi]
Ałtaj	/ˈawtaj/
bawić	/ˈbavit͡ɕ/
można	[ˈmɔʐn̪a]
wieczorem	[vʲjɛˈt͡ʂɔrɛ̃m]
toku	/ˈtɔku/
arytmetyka	[arɨˈt̪mɛt̪ɨka]
słód	[s̪wut̪]
Gaja	/ˈɡaja/
pojazd	[ˈpɔjas̪t̪]
przyjaźnie	/pʂɨˈjaʑɲɛ/
buziak	/ˈbuʑak/
bezpieczeństwo	[bɛspʲɛˈʈ͡ʂɛɲstfɔ]
wymię	/ˈvɨmʲjɛ/
łono	/ˈwɔn̪ɔ/
zdanie podrzędne	/ˈzdaɲɛ pɔdˈʐɛ̃dnɛ/
aalborski	/ɔlˈbɔrskʲi/
Genk	/xɛŋk/
Brabancja Północna	/braˈbant͡sja puwˈnɔt͡sna/
Fryzja	/ˈfrɨzja/
Limburgia	/limˈburɟja/
Geldria	/ˈɡɛldrja/
Geldria	/ˈxɛldrja/
Holandia Północna	/xɔˈlandʲja puwˈnɔt͡sna/
Holandia Południowa	/xɔˈlandʲja pɔwudˈɲɔva/
Flandria Wschodnia	/ˈflandrʲa fsˈxɔdɲa/
Flandria Zachodnia	/ˈflandrʲa zaˈxɔdɲa/
Brabancja Walońska	/braˈbant͡sja vaˈlɔ̃ɲska/
Brabancja Flamandzka	/braˈbant͡sja flaˈmant͡ska/
Luksemburgia	/luksɛmˈburɟja/
lesba	[ˈlɛz.ba]
ginekolog	/ɟin̪ɛˈkɔlɔk/
północnobrabancki	/puwˌnɔt͡snɔbraˈbant͡skʲi/
wschodnioflamandzki	/fsˌxɔdɲɔflaˈmant͡skʲi/
zachodnioflamandzki	/zaxɔdˌɲɔflaˈmant͡skʲi/
geldryjski	/ɡɛlˈdrɨjskʲi/
geldryjski	/xɛlˈdrɨjskʲi/
groningski	/xrɔˈɲiŋski/
utrechcki	/ˈutrɛxt͡skʲi/
zelandzki	/zɛˈlant͡skʲi/
ekstremalny	[ɛks̪t̪rɛ̃ˈmaln̪ɨ]
wtóry	[ˈft̪urɨ]
akademicki	/akadɛˈmit͡ski/
ratusz	/ˈratuʂ/
wzwód	[vz̪vut̪]
niedaleko	[ɲɛd̪aˈlɛkɔ]
skąpy	[ˈs̪kɔ̃mpɨ]
gołębię	[ɡɔˈwɛ̃mbʲjɛ]
szuler	[ˈʂulɛr]
niewidomy	[ɲɛvʲiˈd̪ɔ̃mɨ]
niewidoma	[ɲɛvʲiˈd̪ɔ̃ma]
pamiętnik	[pãˈmʲjɛ̃n̪t̪ʲɲik]
blady	/ˈbladɨ/
's-Hertogenbosch	/ˌsɛrtɔxɛmˈbɔs/
's-Hertogenbosch	/ˌsɛrtɔxɛˈbɔs/
Den Bosch	/dɛn ˈbɔs/
śmiało	[ˈɕmʲjawɔ]
dary	[ˈdarɨ]
ojczysty	[ɔjˈt͡ʂɨs̪t̪ɨ]
dawno	[ˈd̪avn̪ɔ]
pory	/ˈpɔrɨ/
prenumerata	/prɛn̪umɛˈrat̪a/
zdążyć	[ˈz̪d̪ɔ̃(w̃)ʐɨt͡ɕ]
spróbować	/spruˈbɔvat͡ɕ/
rzucać	/ˈʐut͡s̪at͡ɕ/
rzucić	/ˈʐut͡ɕit͡ɕ/
sznur	[ʂn̪ur]
pchać	[pxat͡ɕ]
syte	/ˈsɨtɛ/
zachować	/zaˈxɔvat͡ɕ/
ukryć	/ˈukrɨt͡ɕ/
podnieść	[ˈpɔd̪ʲɲeɕt͡ɕ]
wrażliwy	/vraˈʐlivɨ/
daszek	[ˈd̪aʂɛk]
tyłek	/ˈt̪ɨwɛk/
wątpię	/ˈvɔn̪t̪pjɛ/
mówię	/ˈmuvjɛ/
widzę	[ˈvʲid͡z̪ɛ]
czuję	[ˈt͡ʂujɛ]
lubię	[ˈlubʲjɛ]
idę	[ˈid̪ɛ]
sądzę	[ˈs̪ɔ̃n̪d͡z̪ɛ]
widzisz	[ˈvʲid͡ʑiʂ]
rozumiesz	[rɔˈz̪ũmʲjɛʂ]
idziesz	[ˈid͡ʑɛʂ]
lubisz	[ˈlubʲiʂ]
słyszysz	[ˈs̪wɨʂɨʂ]
sądzisz	[ˈs̪ɔ̃ɲd͡ʑiʂ]
patrzę	/ˈpat͡ʂʂɛ/
wieku	[ˈvʲjɛku]
tygodniu	[t̪ɨˈɡɔd̪ʲɲu]
miłości	[mʲiˈwɔɕt͡ɕi]
wojny	[ˈvɔjn̪ɨ]
czyż	[t͡ʂɨʂ]
gorąco	[ɡɔˈrɔ̃n̪t͡s̪ɔ]
malarka	/maˈlarka/
śmieciarz	[ˈɕmʲjɛ̝t͡ɕaʂ]
cipka	[ˈt͡ɕipka]
daj	/daj/
bliźnię	[ˈblʲiʑɲɛ]
bliźnięta	[blʲiˈʑɲɛ̃n̪t̪a]
dziewka	/ˈd͡ʑɛfka/
maty	/ˈmatɨ/
Kopt	/kɔpt/
rur	[rur]
otyły	[ɔˈt̪ɨwɨ]
sułtan	[ˈs̪uwt̪ãn̪]
obiecuje	[ɔbʲjɛˈt͡s̪ujɛ]
łąk	[wɔ̃ŋk]
miauczeć	[ˈmʲjawt͡ʂɛt͡ɕ]
literówka	/lit̪ɛˈrufka/
mieszanka	[mʲɛˈʂãn̪ka]
pestkowiec	[pɛs̪t̪ˈkɔvʲjɛt͡s̪]
łysi	[ˈwɨɕi]
łyse	/ˈwɨsɛ/
łysa	/ˈwɨsa/
łysą	[ˈwɨs̪ɔ̃w̃]
ciebie	[ˈt͡ɕɛbʲjɛ]
enklawa	[ɛ̃ŋˈklava]
tę	[t̪ɛ]
tą	[t̪ɔ̃w̃]
sprawie	[ˈs̪pravʲjɛ]
świąt	[ɕfʲjɔ̃n̪t̪]
patrz	[pat.ʂ]
patrz	[pat͡ʂ.ʂ]
weź	/vɛɕ/
zamknij	[ˈz̪ãmcɲij]
mów	/muf/
idź	[it͡ɕ]
powiedz	[ˈpɔvʲjɛt͡s̪]
martw	/martf/
małe	/ˈmawɛ/
kraju	/ˈkraju/
zobacz	[ˈz̪ɔbat͡ʂ]
zadzwoń	[ˈz̪ad͡z̪vɔ̃ɲ]
dajcie	[d̪ajt͡ɕɛ]
mówi	[ˈmuvʲi]
znaczy	[ˈz̪n̪at͡ʂɨ]
żyje	/ˈʐɨjɛ/
idziemy	[iˈd͡ʑɛ̃mɨ]
wiemy	[ˈvʲjɛ̃mɨ]
idzie	[ˈid͡ʑɛ]
mówią	[ˈmuvʲjɔ̃w̃]
wiecie	[ˈvʲjet͡ɕɛ]
brzmi	[bʐmʲi]
wybaczyć	[vɨˈbat͡ʂɨt͡ɕ]
wybacz	[ˈvɨbat͡ʂ]
lubi	[ˈlubʲi]
wiedzą	[ˈvʲjɛd͡z̪ɔ̃w̃]
spróbuj	/ˈsprubuj/
zapomnij	[z̪aˈpɔ̃mʲɲij]
otwórz	/ˈɔtfuʂ/
pomoże	/pɔˈmɔʐɛ/
dasz	/daʂ/
wstawaj	/ˈfstavaj/
widzi	[ˈvʲid͡ʑi]
potrafi	[pɔˈt̪rafʲi]
został	[ˈz̪ɔs̪t̪aw]
mówiłem	[muˈvʲiwɛ̃m]
powiedziałem	[pɔvʲjeˈd͡ʑawɛ̃m]
widziałem	[vʲiˈd͡ʑawɛ̃m]
słyszałem	[s̪wɨˈʂawɛ̃m]
trzeba	[ˈtʂɛba]
leczyć	[ˈlɛt͡ʂɨt͡ɕ]
albinizm	[alˈbʲĩɲis̪m̥]
alarmy	/aˈlarmɨ/
jedenaścioro	/jɛd̪ɛn̪aɕˈt͡ɕɔɾɔ/
dwanaścioro	/d̪van̪aɕˈt͡ɕɔɾɔ/
trzynaścioro	/t̪.ʂɨn̪aɕˈt͡ɕɔɾɔ/
czternaścioro	/t͡ʂt̪ɛɾn̪aɕˈt͡ɕɔɾɔ/
piętnaścioro	/pʲjɛt̪n̪aɕˈt͡ɕɔɾɔ/
szesnaścioro	/ʂɛs̪n̪aɕˈt͡ɕɔɾɔ/
siedemnaścioro	/ɕɛd̪ɛmn̪aɕˈt͡ɕɔɾɔ/
osiemnaścioro	/ɔɕɛmn̪aɕˈt͡ɕɔɾɔ/
dziewiętnaścioro	/d͡ʑɛvʲɛt̪n̪aɕˈt͡ɕɔɾɔ/
dwadzieścioro	/d̪vad͡ʑɛɕˈt͡ɕɔɾɔ/
głów	/ɡwuf/
skądś	[s̪kɔ̃n̪t̪ʲɕ]
ślepa	/ˈɕlɛpa/
ślepe	/ˈɕlɛpɛ/
skrzydełko	[s̪kʂɨˈd̪ɛwkɔ]
udko	[ˈut̪kɔ]
kory	/ˈkɔrɨ/
hokejowy	/xɔkɛˈjɔvɨ/
razie	/ˈraʑɛ/
taksówkarz	/taˈksufkaʂ/
cieśnina	[t͡ɕeˈɕɲĩn̪a]
aresztować	[arɛˈʂt̪ɔvat͡ɕ]
kilowatogodzina	[cilɔvat̪ɔɡɔˈd͡ʑĩn̪a]
archaizm	[arˈxa.is̪m̥]
tokach	/ˈtɔkax/
małych	/ˈmawɨx/
grze	/ɡʐɛ/
formalny	/fɔrˈmalnɨ/
zawodowo	/zavɔˈdɔvɔ/
prałat	/ˈprawat/
gada	[ˈɡada]
Charków	[ˈxarkuf]
Lewandowski	[lɛvãɲˈd̪ɔfs̪ʲci]
Kowalczyk	[kɔˈvalt͡ʂɨk]
Kamiński	[kãˈmʲĩĩ̯s̪ʲci]
Zieliński	[ʑɛˈlĩĩ̯s̪ʲci]
Szymański	[ʂɨˈmãĩ̯s̪ʲci]
Woźniak	[ˈvɔʑɲak]
Jankowski	[jãn̪ˈkɔfs̪ʲci]
Mazur	[ˈmaz̪ur]
Zając	[ˈz̪ajɔ̃n̪t͡s̪]
Zalewski	[z̪aˈlɛfs̪ʲci]
Wieczorek	[vʲjɛˈt͡ʂɔrɛk]
Szczęsny	[ˈʂt͡ʂɛ̃w̃s̪n̪ɨ]
Polański	[pɔˈlãĩ̯s̪ʲci]
Błaszczykowski	[bwaʂt͡ʂɨˈkɔfs̪ʲci]
pasat	[ˈpasat]
cug	[t͡suk]
powóz	/ˈpɔvus/
ruszać	[ˈruʂat͡ɕ]
biesiada	[bʲjeˈɕad̪a]
torebka	[t̪ɔˈrɛpka]
śmieci	[ˈɕmʲjet͡ɕi]
malowidło	[malɔˈvʲid̪wɔ]
uratować	[uraˈt̪ɔvat͡ɕ]
brony	[ˈbrɔnɨ]
oprócz	[ˈɔprut͡ʂ]
sportu	/ˈspɔrtu/
batonik	[baˈtɔ.ɲik]
niezwykły	[ɲɛˈz̪vɨkwɨ]
miasteczko	[mʲjaˈs̪t̪ɛt͡ʂkɔ]
spomiędzy	[s̪pɔ̃ˈmʲjɛ̃n̪d͡z̪ɨ]
spośród	[ˈs̪pɔɕrut̪]
sponad	[ˈs̪pɔ̃n̪at̪]
znad	[z̪n̪at̪]
